industry_id;region_id;industry;region;size;expense;amount;min;max
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;L;Строительный инструмент, ручной и электроинструмент;1966667;500000;3000000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;S;Опалубка, леса, инвентарные приспособления и оснастка;170000;150000;210000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;M;Опалубка, леса, инвентарные приспособления и оснастка;1266667;1000000;1600000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;L;Опалубка, леса, инвентарные приспособления и оснастка;5933333;2000000;8000000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;S;Первичный запас основных материалов и расходников для старта работ;390000;300000;450000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;M;Первичный запас основных материалов и расходников для старта работ;3900000;2000000;5200000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;L;Первичный запас основных материалов и расходников для старта работ;28333333;5000000;42000000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;S;ГСМ, технические жидкости и расходные материалы для техники;86667;50000;110000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;M;ГСМ, технические жидкости и расходные материалы для техники;573333;200000;920000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;L;ГСМ, технические жидкости и расходные материалы для техники;3400000;500000;5200000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;S;Средства индивидуальной защиты, спецодежда и охрана труда;78333;50000;100000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;M;Средства индивидуальной защиты, спецодежда и охрана труда;280000;200000;340000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;L;Средства индивидуальной защиты, спецодежда и охрана труда;1316667;500000;2000000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;S;Транспорт и логистика: аренда/лизинг грузового транспорта, доставка материалов;166667;150000;200000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;M;Транспорт и логистика: аренда/лизинг грузового транспорта, доставка материалов;933333;500000;1200000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;L;Транспорт и логистика: аренда/лизинг грузового транспорта, доставка материалов;5566667;1000000;9500000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;S;Учетное, проектное и строительное ПО, лицензии на программные продукты;90000;50000;120000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;M;Учетное, проектное и строительное ПО, лицензии на программные продукты;306667;200000;520000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;L;Учетное, проектное и строительное ПО, лицензии на программные продукты;1300000;500000;2400000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;S;Системы связи и оргтехника: компьютеры, принтеры, телефония, интернет;113333;80000;160000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;M;Системы связи и оргтехника: компьютеры, принтеры, телефония, интернет;373333;200000;620000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;L;Системы связи и оргтехника: компьютеры, принтеры, телефония, интернет;1500000;500000;2500000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;S;Маркетинг на запуск: сайт, презентационные материалы, реклама и тендерное продвижение;96667;90000;100000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;M;Маркетинг на запуск: сайт, презентационные материалы, реклама и тендерное продвижение;460000;380000;500000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;L;Маркетинг на запуск: сайт, презентационные материалы, реклама и тендерное продвижение;1866667;1000000;3000000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;S;Вывеска, наружная идентификация и фирменное оформление;41667;30000;50000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;M;Вывеска, наружная идентификация и фирменное оформление;120000;100000;160000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;L;Вывеска, наружная идентификация и фирменное оформление;383333;200000;500000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;S;Банковские гарантии, обеспечительные взносы по контрактам и участие в закупках;193333;180000;200000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;M;Банковские гарантии, обеспечительные взносы по контрактам и участие в закупках;1433333;1000000;2100000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;L;Банковские гарантии, обеспечительные взносы по контрактам и участие в закупках;11166667;2000000;17500000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;S;Резерв;167667;39000;264000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;M;Резерв;1319000;1000000;1581000
150202;5201;Строительство жилых и нежилых зданий;Нижний Новгород;L;Резерв;5830000;2000000;10375000
50303;10;Стоматологическая практика;Республика Карелия;S;Аренда помещения под стоматологическую клинику + обеспечительный депозит;1633333;1200000;2500000
50303;10;Стоматологическая практика;Республика Карелия;M;Аренда помещения под стоматологическую клинику + обеспечительный депозит;4100000;2700000;6000000
50303;10;Стоматологическая практика;Республика Карелия;L;Аренда помещения под стоматологическую клинику + обеспечительный депозит;9800000;5400000;15000000
50303;10;Стоматологическая практика;Республика Карелия;S;Ремонт и подготовка помещения под санитарные и технологические требования;1700000;800000;2500000
50303;10;Стоматологическая практика;Республика Карелия;M;Ремонт и подготовка помещения под санитарные и технологические требования;4566667;2000000;7500000
50303;10;Стоматологическая практика;Республика Карелия;L;Ремонт и подготовка помещения под санитарные и технологические требования;11333333;5000000;20000000
50303;10;Стоматологическая практика;Республика Карелия;S;Проектирование и согласование планировки/инженерных решений для стоматологии;283333;250000;300000
50303;10;Стоматологическая практика;Республика Карелия;M;Проектирование и согласование планировки/инженерных решений для стоматологии;716667;600000;900000
50303;10;Стоматологическая практика;Республика Карелия;L;Проектирование и согласование планировки/инженерных решений для стоматологии;1733333;1200000;2500000
50303;10;Стоматологическая практика;Республика Карелия;S;Стоматологические установки (кресла, блоки врача/ассистента);1766667;1500000;2200000
50303;10;Стоматологическая практика;Республика Карелия;M;Стоматологические установки (кресла, блоки врача/ассистента);5400000;4000000;7200000
50303;10;Стоматологическая практика;Республика Карелия;L;Стоматологические установки (кресла, блоки врача/ассистента);15333333;10000000;21000000
50303;10;Стоматологическая практика;Республика Карелия;S;Рентген-оборудование (визиограф/ортопантомограф/КЛКТ — по формату клиники);750000;350000;1000000
50303;10;Стоматологическая практика;Республика Карелия;M;Рентген-оборудование (визиограф/ортопантомограф/КЛКТ — по формату клиники);2600000;1500000;3800000
50303;10;Стоматологическая практика;Республика Карелия;L;Рентген-оборудование (визиограф/ортопантомограф/КЛКТ — по формату клиники);8000000;4000000;15000000
50303;10;Стоматологическая практика;Республика Карелия;S;Стерилизационное оборудование (автоклав, сухожар, ультразвуковая мойка и др.);433333;300000;500000
50303;10;Стоматологическая практика;Республика Карелия;M;Стерилизационное оборудование (автоклав, сухожар, ультразвуковая мойка и др.);1066667;500000;1500000
50303;10;Стоматологическая практика;Республика Карелия;L;Стерилизационное оборудование (автоклав, сухожар, ультразвуковая мойка и др.);2200000;1000000;3000000
50303;10;Стоматологическая практика;Республика Карелия;S;Компрессор, аспирация и другое инженерное оборудование;383333;200000;550000
50303;10;Стоматологическая практика;Республика Карелия;M;Компрессор, аспирация и другое инженерное оборудование;1033333;400000;1500000
50303;10;Стоматологическая практика;Республика Карелия;L;Компрессор, аспирация и другое инженерное оборудование;2533333;800000;3800000
50303;10;Стоматологическая практика;Республика Карелия;S;Мебель и оснащение кабинетов, ресепшен и зоны ожидания;633333;500000;800000
50303;10;Стоматологическая практика;Республика Карелия;M;Мебель и оснащение кабинетов, ресепшен и зоны ожидания;1766667;1000000;2500000
50303;10;Стоматологическая практика;Республика Карелия;L;Мебель и оснащение кабинетов, ресепшен и зоны ожидания;4400000;2000000;7000000
50303;10;Стоматологическая практика;Республика Карелия;S;Первичный запас стоматологических материалов, расходников и медикаментов;483333;200000;650000
50303;10;Стоматологическая практика;Республика Карелия;M;Первичный запас стоматологических материалов, расходников и медикаментов;1300000;400000;1800000
50303;10;Стоматологическая практика;Республика Карелия;L;Первичный запас стоматологических материалов, расходников и медикаментов;3133333;800000;5000000
50303;10;Стоматологическая практика;Республика Карелия;S;Медицинский инструмент и наборы для старта;350000;300000;450000
50303;10;Стоматологическая практика;Республика Карелия;M;Медицинский инструмент и наборы для старта;900000;500000;1200000
50303;10;Стоматологическая практика;Республика Карелия;L;Медицинский инструмент и наборы для старта;2166667;1000000;3000000
50303;10;Стоматологическая практика;Республика Карелия;S;Регистрация юридического лица / ИП и сопутствующие госпошлины и услуги;43333;30000;50000
50303;10;Стоматологическая практика;Республика Карелия;M;Регистрация юридического лица / ИП и сопутствующие госпошлины и услуги;76667;50000;100000
50303;10;Стоматологическая практика;Республика Карелия;L;Регистрация юридического лица / ИП и сопутствующие госпошлины и услуги;140000;100000;200000
50303;10;Стоматологическая практика;Республика Карелия;S;Санитарно-эпидемиологическая подготовка и оформление обязательной документации;143333;100000;180000
50303;10;Стоматологическая практика;Республика Карелия;M;Санитарно-эпидемиологическая подготовка и оформление обязательной документации;283333;200000;350000
50303;10;Стоматологическая практика;Республика Карелия;L;Санитарно-эпидемиологическая подготовка и оформление обязательной документации;533333;300000;700000
50303;10;Стоматологическая практика;Республика Карелия;S;Лицензирование медицинской деятельности;140000;100000;200000
50303;10;Стоматологическая практика;Республика Карелия;M;Лицензирование медицинской деятельности;240000;200000;300000
50303;10;Стоматологическая практика;Республика Карелия;L;Лицензирование медицинской деятельности;426667;380000;500000
50303;10;Стоматологическая практика;Республика Карелия;S;Вывеска и внешнее оформление клиники;140000;100000;200000
50303;10;Стоматологическая практика;Республика Карелия;M;Вывеска и внешнее оформление клиники;316667;200000;500000
50303;10;Стоматологическая практика;Республика Карелия;L;Вывеска и внешнее оформление клиники;833333;500000;1500000
50303;10;Стоматологическая практика;Республика Карелия;S;Запуск рекламы и продвижения на старте;416667;250000;500000
50303;10;Стоматологическая практика;Республика Карелия;M;Запуск рекламы и продвижения на старте;1033333;600000;1500000
50303;10;Стоматологическая практика;Республика Карелия;L;Запуск рекламы и продвижения на старте;2833333;1500000;5000000
50303;10;Стоматологическая практика;Республика Карелия;S;Касса, POS-оборудование, компьютерная техника и медицинское/учетное ПО;440000;400000;500000
50303;10;Стоматологическая практика;Республика Карелия;M;Касса, POS-оборудование, компьютерная техника и медицинское/учетное ПО;1060000;980000;1200000
50303;10;Стоматологическая практика;Республика Карелия;L;Касса, POS-оборудование, компьютерная техника и медицинское/учетное ПО;2366667;2000000;3000000
50303;10;Стоматологическая практика;Республика Карелия;S;Резерв;1307667;1000000;1563000
50303;10;Стоматологическая практика;Республика Карелия;M;Резерв;2956333;2000000;4229000
50303;10;Стоматологическая практика;Республика Карелия;L;Резерв;6741333;3000000;10344000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Аренда помещения под стоматологическую клинику + обеспечительный депозит;1223000;900000;1769000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Аренда помещения под стоматологическую клинику + обеспечительный депозит;2879333;2100000;3538000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Аренда помещения под стоматологическую клинику + обеспечительный депозит;6825333;5400000;8000000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Ремонт и подготовка помещения под санитарные и технологические требования;1800000;1200000;2200000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Ремонт и подготовка помещения под санитарные и технологические требования;4866667;2400000;6200000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Ремонт и подготовка помещения под санитарные и технологические требования;12766667;4800000;18000000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Проектирование и согласование планировки/инженерных решений для стоматологии;350000;300000;400000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Проектирование и согласование планировки/инженерных решений для стоматологии;816667;600000;1000000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Проектирование и согласование планировки/инженерных решений для стоматологии;1833333;1200000;2500000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Стоматологические установки (кресла, блоки врача/ассистента);2033333;1800000;2500000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Стоматологические установки (кресла, блоки врача/ассистента);5533333;4500000;7000000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Стоматологические установки (кресла, блоки врача/ассистента);14066667;9000000;20000000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Рентген-оборудование (визиограф/ортопантомограф/КЛКТ — по формату клиники);650000;600000;700000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Рентген-оборудование (визиограф/ортопантомограф/КЛКТ — по формату клиники);2100000;1200000;2600000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Рентген-оборудование (визиограф/ортопантомограф/КЛКТ — по формату клиники);5866667;2400000;9200000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Стерилизационное оборудование (автоклав, сухожар, ультразвуковая мойка и др.);316667;200000;400000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Стерилизационное оборудование (автоклав, сухожар, ультразвуковая мойка и др.);766667;400000;1000000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Стерилизационное оборудование (автоклав, сухожар, ультразвуковая мойка и др.);1700000;800000;2500000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Компрессор, аспирация и другое инженерное оборудование;333333;200000;500000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Компрессор, аспирация и другое инженерное оборудование;866667;400000;1400000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Компрессор, аспирация и другое инженерное оборудование;2000000;800000;3200000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Мебель и оснащение кабинетов, ресепшен и зоны ожидания;466667;400000;500000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Мебель и оснащение кабинетов, ресепшен и зоны ожидания;1166667;800000;1500000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Мебель и оснащение кабинетов, ресепшен и зоны ожидания;2766667;1600000;4000000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Первичный запас стоматологических материалов, расходников и медикаментов;350000;100000;500000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Первичный запас стоматологических материалов, расходников и медикаментов;833333;200000;1200000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Первичный запас стоматологических материалов, расходников и медикаментов;1933333;400000;3000000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Медицинский инструмент и наборы для старта;266667;100000;400000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Медицинский инструмент и наборы для старта;666667;200000;1000000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Медицинский инструмент и наборы для старта;1566667;400000;2300000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Регистрация юридического лица / ИП и сопутствующие госпошлины и услуги;50000;50000;50000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Регистрация юридического лица / ИП и сопутствующие госпошлины и услуги;100000;80000;120000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Регистрация юридического лица / ИП и сопутствующие госпошлины и услуги;183333;100000;250000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Санитарно-эпидемиологическая подготовка и оформление обязательной документации;120000;80000;180000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Санитарно-эпидемиологическая подготовка и оформление обязательной документации;273333;200000;420000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Санитарно-эпидемиологическая подготовка и оформление обязательной документации;583333;400000;850000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Лицензирование медицинской деятельности;156667;120000;200000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Лицензирование медицинской деятельности;316667;250000;400000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Лицензирование медицинской деятельности;633333;500000;800000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Вывеска и внешнее оформление клиники;100000;80000;120000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Вывеска и внешнее оформление клиники;233333;200000;300000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Вывеска и внешнее оформление клиники;533333;400000;700000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Запуск рекламы и продвижения на старте;333333;200000;500000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Запуск рекламы и продвижения на старте;800000;500000;1000000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Запуск рекламы и продвижения на старте;1900000;1500000;2200000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Касса, POS-оборудование, компьютерная техника и медицинское/учетное ПО;350000;300000;400000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Касса, POS-оборудование, компьютерная техника и медицинское/учетное ПО;900000;600000;1200000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Касса, POS-оборудование, компьютерная техника и медицинское/учетное ПО;2033333;1200000;3000000
50303;5201;Стоматологическая практика;Нижний Новгород;S;Резерв;594667;422000;862000
50303;5201;Стоматологическая практика;Нижний Новгород;M;Резерв;1983333;1000000;2965000
50303;5201;Стоматологическая практика;Нижний Новгород;L;Резерв;4450000;2000000;6455000
20206;5501;Кафе;Омск;S;Аренда помещения и обеспечительный депозит;126729;187;200000
20206;5501;Кафе;Омск;M;Аренда помещения и обеспечительный депозит;240157;471;400000
20206;5501;Кафе;Омск;L;Аренда помещения и обеспечительный депозит;483717;1150;800000
20206;5501;Кафе;Омск;S;Ремонт, отделка и подготовка помещения;170076;227;260000
20206;5501;Кафе;Омск;M;Ремонт, отделка и подготовка помещения;406876;628;620000
20206;5501;Кафе;Омск;L;Ремонт, отделка и подготовка помещения;850567;1700;1350000
20206;5501;Кафе;Омск;S;Проектирование и согласование планировки, технологический проект;33342;27;50000
20206;5501;Кафе;Омск;M;Проектирование и согласование планировки, технологический проект;63354;63;100000
20206;5501;Кафе;Омск;L;Проектирование и согласование планировки, технологический проект;120050;151;200000
20206;5501;Кафе;Омск;S;Ключевое профильное оборудование для кафе (кофемашина, кофемолка, холодильное, тепловое, нейтральное оборудование);200107;320;300000
20206;5501;Кафе;Омск;M;Ключевое профильное оборудование для кафе (кофемашина, кофемолка, холодильное, тепловое, нейтральное оборудование);486981;942;760000
20206;5501;Кафе;Омск;L;Ключевое профильное оборудование для кафе (кофемашина, кофемолка, холодильное, тепловое, нейтральное оборудование);1107367;2100;1820000
20206;5501;Кафе;Омск;S;Мебель и интерьерное оснащение зала;90049;147;150000
20206;5501;Кафе;Омск;M;Мебель и интерьерное оснащение зала;186771;314;300000
20206;5501;Кафе;Омск;L;Мебель и интерьерное оснащение зала;406900;700;620000
20206;5501;Кафе;Омск;S;Посуда, инвентарь и мелкий кухонный инвентарь;31684;53;50000
20206;5501;Кафе;Омск;M;Посуда, инвентарь и мелкий кухонный инвентарь;65042;126;100000
20206;5501;Кафе;Омск;L;Посуда, инвентарь и мелкий кухонный инвентарь;140100;301;220000
20206;5501;Кафе;Омск;S;Первичный запас сырья, продуктов и расходных материалов;36693;80;60000
20206;5501;Кафе;Омск;M;Первичный запас сырья, продуктов и расходных материалов;76740;220;130000
20206;5501;Кафе;Омск;L;Первичный запас сырья, продуктов и расходных материалов;160133;400;280000
20206;5501;Кафе;Омск;S;Регистрация бизнеса и сопутствующие госпошлины;7338;13;12000
20206;5501;Кафе;Омск;M;Регистрация бизнеса и сопутствующие госпошлины;11677;31;20000
20206;5501;Кафе;Омск;L;Регистрация бизнеса и сопутствующие госпошлины;23346;38;50000
20206;5501;Кафе;Омск;S;Разрешительная документация и обязательные уведомления для общепита;15004;13;25000
20206;5501;Кафе;Омск;M;Разрешительная документация и обязательные уведомления для общепита;23344;31;40000
20206;5501;Кафе;Омск;L;Разрешительная документация и обязательные уведомления для общепита;38346;38;65000
20206;5501;Кафе;Омск;S;Маркетинг: вывеска и наружное оформление;33347;40;70000
20206;5501;Кафе;Омск;M;Маркетинг: вывеска и наружное оформление;56688;63;120000
20206;5501;Кафе;Омск;L;Маркетинг: вывеска и наружное оформление;116717;151;250000
20206;5501;Кафе;Омск;S;Маркетинг: реклама на запуск;26676;27;40000
20206;5501;Кафе;Омск;M;Маркетинг: реклама на запуск;53354;63;80000
20206;5501;Кафе;Омск;L;Маркетинг: реклама на запуск;110050;151;180000
20206;5501;Кафе;Омск;S;Касса, POS-оборудование и учетное ПО;21676;27;45000
20206;5501;Кафе;Омск;M;Касса, POS-оборудование и учетное ПО;41688;63;85000
20206;5501;Кафе;Омск;L;Касса, POS-оборудование и учетное ПО;76704;113;150000
20206;5501;Кафе;Омск;S;Монтаж, доставка и пусконаладка оборудования;33342;27;70000
20206;5501;Кафе;Омск;M;Монтаж, доставка и пусконаладка оборудования;63354;63;130000
20206;5501;Кафе;Омск;L;Монтаж, доставка и пусконаладка оборудования;123371;113;250000
20206;5501;Кафе;Омск;S;Резерв;56716;147;100000
20206;5501;Кафе;Омск;M;Резерв;99521;62;200000
20206;5501;Кафе;Омск;L;Резерв;394144;431;782000
150202;50;Строительство жилых и нежилых зданий;Московская область;S;Регистрация юридического лица / ИП, госпошлины, нотариальные и сервисные расходы;30333;15000;50000
150202;50;Строительство жилых и нежилых зданий;Московская область;M;Регистрация юридического лица / ИП, госпошлины, нотариальные и сервисные расходы;60000;50000;70000
150202;50;Строительство жилых и нежилых зданий;Московская область;L;Регистрация юридического лица / ИП, госпошлины, нотариальные и сервисные расходы;160000;100000;200000
150202;50;Строительство жилых и нежилых зданий;Московская область;S;Открытие расчётного счёта, выпуск КЭП, подключение к электронному документообороту;26667;5000;45000
150202;50;Строительство жилых и нежилых зданий;Московская область;M;Открытие расчётного счёта, выпуск КЭП, подключение к электронному документообороту;56667;20000;110000
150202;50;Строительство жилых и нежилых зданий;Московская область;L;Открытие расчётного счёта, выпуск КЭП, подключение к электронному документообороту;126667;50000;250000
150202;50;Строительство жилых и нежилых зданий;Московская область;S;Аренда офиса / производственной базы / склада + обеспечительный депозит;536667;290000;900000
150202;50;Строительство жилых и нежилых зданий;Московская область;M;Аренда офиса / производственной базы / склада + обеспечительный депозит;1633333;1200000;1900000
150202;50;Строительство жилых и нежилых зданий;Московская область;L;Аренда офиса / производственной базы / склада + обеспечительный депозит;8000000;1500000;13500000
150202;50;Строительство жилых и нежилых зданий;Московская область;S;Аренда или подготовка строительной площадки / бытового городка / временных помещений на объекте;305000;195000;500000
150202;50;Строительство жилых и нежилых зданий;Московская область;M;Аренда или подготовка строительной площадки / бытового городка / временных помещений на объекте;1233333;1000000;1500000
150202;50;Строительство жилых и нежилых зданий;Московская область;L;Аренда или подготовка строительной площадки / бытового городка / временных помещений на объекте;6666667;2000000;10500000
150202;50;Строительство жилых и нежилых зданий;Московская область;S;Проектные, изыскательские и предпроектные работы;393333;0;1000000
150202;50;Строительство жилых и нежилых зданий;Московская область;M;Проектные, изыскательские и предпроектные работы;2400000;600000;5000000
150202;50;Строительство жилых и нежилых зданий;Московская область;L;Проектные, изыскательские и предпроектные работы;8666667;7000000;10000000
150202;50;Строительство жилых и нежилых зданий;Московская область;S;Согласование проектной документации, получение необходимых разрешений на строительство и ввод (по проекту);206667;0;500000
150202;50;Строительство жилых и нежилых зданий;Московская область;M;Согласование проектной документации, получение необходимых разрешений на строительство и ввод (по проекту);700000;400000;1000000
150202;50;Строительство жилых и нежилых зданий;Московская область;L;Согласование проектной документации, получение необходимых разрешений на строительство и ввод (по проекту);3833333;2000000;5000000
150202;50;Строительство жилых и нежилых зданий;Московская область;S;Подключение и организация временного электроснабжения, водоснабжения, связи на объекте;136667;50000;200000
150202;50;Строительство жилых и нежилых зданий;Московская область;M;Подключение и организация временного электроснабжения, водоснабжения, связи на объекте;616667;500000;850000
150202;50;Строительство жилых и нежилых зданий;Московская область;L;Подключение и организация временного электроснабжения, водоснабжения, связи на объекте;3400000;1000000;5000000
150202;50;Строительство жилых и нежилых зданий;Московская область;S;Строительные машины и механизмы: покупка / аренда / лизинг (экскаватор, автокран, погрузчик, бетоносмесительная техника и т.п.);1033333;480000;2000000
150202;50;Строительство жилых и нежилых зданий;Московская область;M;Строительные машины и механизмы: покупка / аренда / лизинг (экскаватор, автокран, погрузчик, бетоносмесительная техника и т.п.);4633333;3700000;5200000
150202;50;Строительство жилых и нежилых зданий;Московская область;L;Строительные машины и механизмы: покупка / аренда / лизинг (экскаватор, автокран, погрузчик, бетоносмесительная техника и т.п.);27333333;10000000;39000000
150202;50;Строительство жилых и нежилых зданий;Московская область;S;Строительный инструмент, ручной и электроинструмент;185000;110000;300000
